customer_id,recencia_dias,frecuencia_compras,ticket_promedio,total_gastado,antiguedad_dias,score_satisfaccion,n_categorias,usa_app,n_tickets_soporte,region,canal_adquisicion,churn,segmento_latente,segmento_id,segmento_nombre,churn_prob,accion
C00375,144,2,82.18,200.75,1649,3.0,1,0,3,Lima,Paid Search,0,lost,3,Inactivos,0.106,✅ Programa de fidelización estándar
C00376,109,2,85.93,170.11,798,2.4,3,1,0,Cusco,Email,1,lost,3,Inactivos,0.888,🚨 Intervención urgente: llamada + descuento 20%
C00377,9,3,176.64,474.51,222,3.6,4,1,0,Lima,Paid Search,1,loyal,3,Inactivos,0.842,🚨 Intervención urgente: llamada + descuento 20%
C00378,20,17,277.78,3907.29,168,4.1,5,1,0,Trujillo,Paid Search,0,champion,0,Champions,0.106,✅ Programa de fidelización estándar
C00379,177,2,103.42,220.55,250,2.2,1,0,8,Lima,Email,1,lost,3,Inactivos,0.979,🚨 Intervención urgente: llamada + descuento 20%
C00380,80,7,158.73,1118.13,1242,4.1,5,1,2,Lima,Email,0,at_risk,3,Inactivos,0.202,✅ Programa de fidelización estándar
C00381,75,4,144.74,552.72,890,4.8,3,0,0,Arequipa,Social,1,at_risk,3,Inactivos,0.878,🚨 Intervención urgente: llamada + descuento 20%
C00382,15,11,297.17,3505.66,369,4.7,3,0,0,Arequipa,Email,0,champion,1,Leales,0.079,✅ Programa de fidelización estándar
C00383,23,6,185.85,1258.82,507,3.7,5,0,1,Cusco,Social,1,loyal,1,Leales,0.278,📧 Newsletter personalizado + recomendaciones
C00384,25,17,372.69,7080.06,988,4.3,4,1,0,Trujillo,Orgánico,0,champion,0,Champions,0.183,✅ Programa de fidelización estándar
C00385,8,1,83.44,74.97,1475,4.3,2,1,0,Trujillo,Paid Search,1,new,4,Nuevos,0.922,🚨 Intervención urgente: llamada + descuento 20%
C00386,34,4,196.59,700.59,1250,4.8,5,0,0,Lima,Orgánico,0,loyal,3,Inactivos,0.051,✅ Programa de fidelización estándar
C00387,49,2,106.0,217.58,842,3.7,3,1,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.053,✅ Programa de fidelización estándar
C00388,18,18,334.31,6919.98,1639,4.2,4,0,2,Trujillo,Email,0,champion,0,Champions,0.125,✅ Programa de fidelización estándar
C00389,236,3,71.74,204.15,227,3.4,6,0,4,Trujillo,Directo,1,lost,3,Inactivos,0.979,🚨 Intervención urgente: llamada + descuento 20%
C00390,20,7,211.05,1765.46,1377,3.4,1,0,0,Piura,Orgánico,0,loyal,1,Leales,0.043,✅ Programa de fidelización estándar
C00391,10,1,108.02,93.4,1313,4.2,6,0,0,Lima,Paid Search,1,new,3,Inactivos,0.737,🚨 Intervención urgente: llamada + descuento 20%
C00392,4,1,102.66,118.07,228,3.8,4,0,0,Lima,Social,1,new,4,Nuevos,0.787,🚨 Intervención urgente: llamada + descuento 20%
C00393,27,12,191.07,2083.21,845,3.9,4,0,0,Trujillo,Orgánico,0,loyal,1,Leales,0.303,📧 Newsletter personalizado + recomendaciones
C00394,1,1,90.24,75.35,1190,4.3,5,1,0,Lima,Email,1,new,2,En Riesgo,0.919,🚨 Intervención urgente: llamada + descuento 20%
C00395,3,1,87.45,99.85,1399,3.6,4,1,0,Piura,Email,0,new,4,Nuevos,0.083,✅ Programa de fidelización estándar
C00396,149,1,88.1,97.0,1553,1.5,1,0,5,Cusco,Email,1,lost,3,Inactivos,0.937,🚨 Intervención urgente: llamada + descuento 20%
C00397,193,4,108.45,378.15,204,2.9,6,1,6,Lima,Orgánico,0,lost,3,Inactivos,0.258,📧 Newsletter personalizado + recomendaciones
C00398,25,12,203.02,2767.19,518,3.3,5,0,0,Trujillo,Paid Search,0,loyal,1,Leales,0.076,✅ Programa de fidelización estándar
C00399,98,4,158.38,763.48,1522,3.9,3,0,0,Trujillo,Social,0,at_risk,3,Inactivos,0.041,✅ Programa de fidelización estándar
C00400,32,11,279.2,2522.12,345,4.2,1,0,0,Lima,Email,0,champion,1,Leales,0.042,✅ Programa de fidelización estándar
C00401,20,14,350.2,5137.27,849,4.5,5,0,0,Cusco,Orgánico,0,champion,0,Champions,0.486,⚠️ Email win-back + oferta exclusiva VIP
C00402,6,1,50.54,55.02,409,3.4,5,0,0,Lima,Social,0,new,4,Nuevos,0.089,✅ Programa de fidelización estándar
C00403,47,7,246.2,1876.34,471,3.3,2,0,0,Cusco,Orgánico,0,loyal,1,Leales,0.014,✅ Programa de fidelización estándar
C00404,220,1,85.78,139.45,894,2.9,1,0,2,Lima,Email,1,lost,3,Inactivos,0.915,🚨 Intervención urgente: llamada + descuento 20%
C00405,181,3,87.03,214.04,162,3.1,4,1,5,Cusco,Orgánico,1,lost,3,Inactivos,0.949,🚨 Intervención urgente: llamada + descuento 20%
C00406,7,1,59.57,61.41,1010,3.1,1,1,0,Lima,Directo,0,new,4,Nuevos,0.117,✅ Programa de fidelización estándar
C00407,6,1,136.56,193.91,1080,3.8,1,1,1,Lima,Paid Search,0,new,4,Nuevos,0.065,✅ Programa de fidelización estándar
C00408,30,13,193.1,2971.16,966,3.5,2,1,0,Cusco,Paid Search,0,loyal,1,Leales,0.049,✅ Programa de fidelización estándar
C00409,30,20,235.71,4244.18,1310,4.6,4,0,0,Lima,Orgánico,0,champion,0,Champions,0.069,✅ Programa de fidelización estándar
C00410,85,4,119.96,415.75,1616,3.6,6,1,3,Lima,Paid Search,1,at_risk,3,Inactivos,0.861,🚨 Intervención urgente: llamada + descuento 20%
C00411,21,15,210.76,3567.09,685,4.4,2,0,0,Piura,Social,0,loyal,1,Leales,0.143,✅ Programa de fidelización estándar
C00412,10,31,364.78,10804.59,1409,4.2,2,1,1,Piura,Directo,0,champion,0,Champions,0.049,✅ Programa de fidelización estándar
C00413,86,2,149.19,292.82,265,4.4,2,1,0,Arequipa,Paid Search,0,at_risk,3,Inactivos,0.087,✅ Programa de fidelización estándar
C00414,204,2,77.97,117.64,1725,2.2,1,0,3,Arequipa,Paid Search,1,lost,3,Inactivos,0.961,🚨 Intervención urgente: llamada + descuento 20%
C00415,73,4,103.26,405.44,1018,4.0,6,0,0,Lima,Email,0,at_risk,3,Inactivos,0.873,🚨 Intervención urgente: llamada + descuento 20%
C00416,26,11,205.79,2112.59,1412,4.3,2,0,0,Lima,Social,0,loyal,1,Leales,0.257,📧 Newsletter personalizado + recomendaciones
C00417,157,3,93.77,288.78,844,2.5,3,0,3,Lima,Email,1,lost,3,Inactivos,0.881,🚨 Intervención urgente: llamada + descuento 20%
C00418,48,9,235.59,1849.17,948,3.8,4,1,1,Arequipa,Paid Search,0,loyal,1,Leales,0.364,📧 Newsletter personalizado + recomendaciones
C00419,6,18,406.14,8448.91,1324,4.3,6,1,1,Trujillo,Paid Search,0,champion,0,Champions,0.119,✅ Programa de fidelización estándar
C00420,154,2,51.18,137.78,1719,2.3,4,0,2,Trujillo,Email,1,lost,3,Inactivos,0.961,🚨 Intervención urgente: llamada + descuento 20%
C00421,98,4,130.56,562.58,1602,3.5,6,0,1,Trujillo,Orgánico,1,at_risk,3,Inactivos,0.831,🚨 Intervención urgente: llamada + descuento 20%
C00422,199,2,66.78,158.95,1563,2.3,2,0,1,Lima,Email,1,lost,3,Inactivos,0.582,⚠️ Email win-back + cupón 15%
C00423,17,24,278.33,7018.14,1782,4.5,6,1,1,Lima,Paid Search,0,champion,0,Champions,0.024,✅ Programa de fidelización estándar
C00424,186,3,84.0,208.11,468,2.8,1,1,5,Lima,Social,1,lost,3,Inactivos,0.931,🚨 Intervención urgente: llamada + descuento 20%
C00425,95,2,105.72,163.59,1695,2.9,6,1,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.189,✅ Programa de fidelización estándar
C00426,106,3,108.83,236.55,617,4.0,5,1,0,Lima,Email,0,at_risk,3,Inactivos,0.136,✅ Programa de fidelización estándar
C00427,36,6,96.9,496.63,1524,3.7,5,1,0,Cusco,Paid Search,0,at_risk,3,Inactivos,0.126,✅ Programa de fidelización estándar
C00428,4,1,112.58,160.65,1762,3.5,1,0,1,Lima,Email,0,new,4,Nuevos,0.081,✅ Programa de fidelización estándar
C00429,101,2,121.02,265.98,1364,4.3,2,1,1,Lima,Orgánico,0,at_risk,3,Inactivos,0.131,✅ Programa de fidelización estándar
C00430,69,2,102.15,163.47,1270,3.4,2,0,0,Lima,Email,0,at_risk,3,Inactivos,0.042,✅ Programa de fidelización estándar
C00431,6,1,75.04,75.78,640,3.6,3,0,0,Trujillo,Email,1,new,4,Nuevos,0.799,🚨 Intervención urgente: llamada + descuento 20%
C00432,259,1,89.02,125.37,1365,2.8,5,0,2,Arequipa,Email,1,lost,3,Inactivos,0.828,🚨 Intervención urgente: llamada + descuento 20%
C00433,64,3,160.83,369.23,259,4.3,5,1,1,Lima,Email,0,at_risk,3,Inactivos,0.698,⚠️ Email win-back + cupón 15%
C00434,197,1,123.54,166.51,1674,2.5,4,0,4,Lima,Email,0,lost,3,Inactivos,0.326,📧 Newsletter personalizado + recomendaciones
C00435,117,7,146.66,1046.61,369,3.5,2,1,0,Trujillo,Social,0,at_risk,3,Inactivos,0.071,✅ Programa de fidelización estándar
C00436,21,9,188.57,1478.62,1548,4.0,1,1,0,Lima,Paid Search,0,loyal,1,Leales,0.059,✅ Programa de fidelización estándar
C00437,74,1,146.61,172.13,193,4.0,2,1,0,Cusco,Social,0,at_risk,3,Inactivos,0.062,✅ Programa de fidelización estándar
C00438,9,1,84.96,89.22,145,3.2,2,1,0,Trujillo,Paid Search,0,new,4,Nuevos,0.127,✅ Programa de fidelización estándar
C00439,6,1,70.59,70.13,100,3.6,3,0,0,Lima,Orgánico,0,new,4,Nuevos,0.039,✅ Programa de fidelización estándar
C00440,25,14,92.92,1332.98,1779,3.7,6,0,1,Lima,Orgánico,1,loyal,1,Leales,0.865,🚨 Intervención urgente: llamada + descuento 20%
C00441,96,5,85.18,496.71,879,3.9,6,0,1,Piura,Paid Search,1,at_risk,3,Inactivos,0.924,🚨 Intervención urgente: llamada + descuento 20%
C00442,35,14,240.36,2840.15,1106,3.7,1,0,1,Lima,Social,0,loyal,1,Leales,0.046,✅ Programa de fidelización estándar
C00443,9,1,76.83,109.75,1650,4.6,3,1,0,Lima,Email,0,new,4,Nuevos,0.053,✅ Programa de fidelización estándar
C00444,1,1,86.38,102.25,371,3.8,3,1,2,Trujillo,Social,0,new,2,En Riesgo,0.061,✅ Programa de fidelización estándar
C00445,228,2,84.22,148.49,964,3.6,3,0,2,Piura,Paid Search,1,lost,3,Inactivos,0.882,🚨 Intervención urgente: llamada + descuento 20%
C00446,109,3,89.5,254.93,617,3.5,6,1,1,Piura,Paid Search,1,lost,3,Inactivos,0.915,🚨 Intervención urgente: llamada + descuento 20%
C00447,223,3,82.35,241.64,808,2.5,3,1,6,Trujillo,Orgánico,1,lost,3,Inactivos,0.965,🚨 Intervención urgente: llamada + descuento 20%
C00448,91,6,72.48,436.93,361,5.0,2,1,1,Lima,Paid Search,0,at_risk,3,Inactivos,0.17,✅ Programa de fidelización estándar
C00449,15,20,292.37,6888.51,1132,4.2,6,0,1,Lima,Paid Search,0,champion,0,Champions,0.065,✅ Programa de fidelización estándar
C00450,89,6,160.38,961.84,997,4.0,6,1,0,Trujillo,Orgánico,1,at_risk,3,Inactivos,0.781,🚨 Intervención urgente: llamada + descuento 20%
C00451,169,2,71.29,106.28,136,3.2,4,0,1,Arequipa,Orgánico,1,lost,3,Inactivos,0.971,🚨 Intervención urgente: llamada + descuento 20%
C00452,125,2,106.82,268.01,111,2.5,2,0,2,Lima,Email,0,lost,3,Inactivos,0.205,✅ Programa de fidelización estándar
C00453,91,3,99.28,336.06,1255,4.2,3,0,0,Cusco,Email,1,at_risk,3,Inactivos,0.765,🚨 Intervención urgente: llamada + descuento 20%
C00454,8,1,107.59,102.87,421,3.2,3,0,0,Lima,Directo,0,new,4,Nuevos,0.028,✅ Programa de fidelización estándar
C00455,1,9,254.71,2549.61,259,3.7,4,0,1,Lima,Directo,0,loyal,2,En Riesgo,0.13,✅ Programa de fidelización estándar
C00456,102,4,132.92,548.88,1792,3.8,5,0,1,Lima,Email,0,at_risk,3,Inactivos,0.265,📧 Newsletter personalizado + recomendaciones
C00457,204,2,93.94,221.73,49,1.3,1,1,1,Lima,Paid Search,1,lost,3,Inactivos,0.947,🚨 Intervención urgente: llamada + descuento 20%
C00458,180,4,75.83,229.77,809,3.0,3,1,0,Lima,Email,0,lost,3,Inactivos,0.265,📧 Newsletter personalizado + recomendaciones
C00459,203,3,120.78,338.99,1376,2.7,3,1,4,Lima,Social,1,lost,3,Inactivos,0.859,🚨 Intervención urgente: llamada + descuento 20%
C00460,38,6,222.72,1539.05,1521,2.7,2,0,1,Lima,Orgánico,0,loyal,1,Leales,0.118,✅ Programa de fidelización estándar
C00461,33,16,196.24,3701.34,1743,3.9,3,1,1,Arequipa,Paid Search,0,loyal,1,Leales,0.202,✅ Programa de fidelización estándar
C00462,163,3,76.5,287.41,681,3.8,3,1,1,Trujillo,Social,0,lost,3,Inactivos,0.842,🚨 Intervención urgente: llamada + descuento 20%
C00463,83,5,119.89,659.96,1363,4.1,1,0,1,Arequipa,Paid Search,1,at_risk,3,Inactivos,0.853,🚨 Intervención urgente: llamada + descuento 20%
C00464,36,5,237.33,1018.54,501,3.6,2,1,1,Piura,Email,1,loyal,1,Leales,0.045,✅ Programa de fidelización estándar
C00465,232,1,101.15,135.61,621,2.2,5,1,1,Lima,Email,1,lost,3,Inactivos,0.845,🚨 Intervención urgente: llamada + descuento 20%
C00466,101,7,68.8,398.23,1747,3.1,3,0,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.05,✅ Programa de fidelización estándar
C00467,225,3,122.53,322.61,103,3.0,3,1,2,Cusco,Paid Search,1,lost,3,Inactivos,0.968,🚨 Intervención urgente: llamada + descuento 20%
C00468,171,2,101.82,173.42,1712,2.5,5,1,6,Lima,Paid Search,1,lost,3,Inactivos,0.797,🚨 Intervención urgente: llamada + descuento 20%
C00469,22,13,168.59,2512.71,1798,5.0,4,1,1,Piura,Orgánico,0,loyal,1,Leales,0.056,✅ Programa de fidelización estándar
C00470,1,13,308.61,3411.67,683,5.0,5,1,0,Lima,Orgánico,0,champion,2,En Riesgo,0.132,✅ Programa de fidelización estándar
C00471,139,2,69.62,104.59,1489,3.5,5,1,2,Piura,Social,0,lost,3,Inactivos,0.104,✅ Programa de fidelización estándar
C00472,98,6,71.83,416.04,491,4.4,2,1,0,Lima,Paid Search,1,at_risk,3,Inactivos,0.078,✅ Programa de fidelización estándar
C00473,138,1,94.93,100.14,1203,2.8,6,1,4,Cusco,Paid Search,1,lost,3,Inactivos,0.879,🚨 Intervención urgente: llamada + descuento 20%
C00474,167,2,113.98,306.67,1697,4.4,5,1,3,Lima,Paid Search,0,lost,3,Inactivos,0.237,✅ Programa de fidelización estándar
C00475,188,2,52.64,76.94,344,1.4,2,1,1,Piura,Directo,1,lost,3,Inactivos,0.989,🚨 Intervención urgente: llamada + descuento 20%
C00476,1,1,93.7,112.8,1727,3.2,6,1,1,Lima,Paid Search,0,new,2,En Riesgo,0.436,📧 Newsletter personalizado + recomendaciones
C00477,81,3,115.73,276.05,1303,4.5,5,0,1,Arequipa,Paid Search,1,at_risk,3,Inactivos,0.936,🚨 Intervención urgente: llamada + descuento 20%
C00478,48,3,59.56,181.56,669,3.3,3,1,1,Piura,Social,1,at_risk,3,Inactivos,0.9,🚨 Intervención urgente: llamada + descuento 20%
C00479,64,4,175.98,605.68,303,3.1,3,0,0,Lima,Social,1,at_risk,3,Inactivos,0.84,🚨 Intervención urgente: llamada + descuento 20%
C00480,46,10,134.03,1356.46,511,4.0,6,1,1,Arequipa,Orgánico,1,loyal,1,Leales,0.888,🚨 Intervención urgente: llamada + descuento 20%
C00481,55,6,124.79,753.88,111,3.9,4,0,1,Arequipa,Social,1,at_risk,3,Inactivos,0.879,🚨 Intervención urgente: llamada + descuento 20%
C00482,28,16,152.05,2251.84,1285,4.3,6,0,0,Lima,Paid Search,0,loyal,1,Leales,0.09,✅ Programa de fidelización estándar
C00483,4,1,52.83,60.14,60,3.9,5,0,1,Arequipa,Paid Search,1,new,4,Nuevos,0.891,🚨 Intervención urgente: llamada + descuento 20%
C00484,44,4,127.68,684.02,775,3.8,1,1,0,Arequipa,Orgánico,0,at_risk,3,Inactivos,0.027,✅ Programa de fidelización estándar
C00485,56,2,124.61,228.62,1137,4.3,5,1,2,Cusco,Orgánico,0,at_risk,3,Inactivos,0.122,✅ Programa de fidelización estándar
C00486,29,1,139.73,115.05,1025,3.0,6,0,1,Lima,Email,1,at_risk,3,Inactivos,0.975,🚨 Intervención urgente: llamada + descuento 20%
C00487,9,23,387.73,10159.03,71,4.6,1,1,0,Lima,Paid Search,0,champion,0,Champions,0.066,✅ Programa de fidelización estándar
C00488,17,15,396.13,5357.4,1767,4.4,6,1,1,Piura,Paid Search,0,champion,0,Champions,0.049,✅ Programa de fidelización estándar
C00489,67,7,148.36,938.72,280,3.9,5,0,3,Cusco,Email,0,at_risk,3,Inactivos,0.136,✅ Programa de fidelización estándar
C00490,2,19,271.0,4957.59,1563,4.7,2,1,1,Lima,Social,1,champion,0,Champions,0.915,🚨 Intervención urgente: llamada + descuento 20%
C00491,45,4,116.0,598.54,416,3.9,3,0,0,Arequipa,Orgánico,0,at_risk,3,Inactivos,0.02,✅ Programa de fidelización estándar
C00492,3,1,58.04,61.73,1650,4.2,1,1,1,Lima,Email,1,new,4,Nuevos,0.792,🚨 Intervención urgente: llamada + descuento 20%
C00493,5,1,86.93,70.96,1025,4.4,1,0,0,Lima,Orgánico,1,new,4,Nuevos,0.845,🚨 Intervención urgente: llamada + descuento 20%
C00494,183,1,62.53,55.01,1748,2.9,5,1,2,Lima,Social,1,lost,3,Inactivos,0.924,🚨 Intervención urgente: llamada + descuento 20%
C00495,36,11,187.34,1861.93,295,4.2,3,0,1,Lima,Email,0,loyal,1,Leales,0.086,✅ Programa de fidelización estándar
C00496,6,2,109.6,201.71,1636,4.7,4,0,0,Arequipa,Directo,0,new,4,Nuevos,0.028,✅ Programa de fidelización estándar
C00497,6,1,90.89,90.33,51,5.0,1,0,0,Lima,Orgánico,0,new,4,Nuevos,0.086,✅ Programa de fidelización estándar
C00498,18,11,182.57,2247.65,1460,3.7,3,0,0,Piura,Orgánico,0,loyal,1,Leales,0.077,✅ Programa de fidelización estándar
C00499,150,2,128.38,219.2,105,3.7,3,1,5,Piura,Paid Search,1,lost,3,Inactivos,0.813,🚨 Intervención urgente: llamada + descuento 20%
C00500,28,11,201.09,2048.37,1540,2.5,1,0,1,Arequipa,Paid Search,1,loyal,1,Leales,0.838,🚨 Intervención urgente: llamada + descuento 20%
C00501,180,2,81.45,115.33,709,3.8,2,0,4,Lima,Orgánico,1,lost,3,Inactivos,0.906,🚨 Intervención urgente: llamada + descuento 20%
C00502,2,1,101.25,81.36,920,3.5,6,1,0,Lima,Directo,0,new,4,Nuevos,0.483,⚠️ Email win-back + cupón 15%
C00503,17,20,443.02,10491.68,894,4.4,2,1,1,Trujillo,Orgánico,0,champion,0,Champions,0.199,✅ Programa de fidelización estándar
C00504,4,1,59.14,60.54,1404,4.1,5,1,0,Arequipa,Paid Search,0,new,4,Nuevos,0.329,📧 Newsletter personalizado + recomendaciones
C00505,74,7,75.45,457.87,269,4.2,6,1,1,Lima,Social,0,at_risk,3,Inactivos,0.049,✅ Programa de fidelización estándar
C00506,6,1,118.99,127.66,80,3.7,6,1,0,Cusco,Paid Search,0,new,4,Nuevos,0.138,✅ Programa de fidelización estándar
C00507,89,3,136.51,455.45,989,4.2,5,1,0,Cusco,Social,0,at_risk,3,Inactivos,0.11,✅ Programa de fidelización estándar
C00508,164,2,47.53,94.83,505,2.7,3,0,7,Piura,Orgánico,0,lost,3,Inactivos,0.289,📧 Newsletter personalizado + recomendaciones
C00509,17,13,263.31,2971.02,1648,4.3,1,0,0,Trujillo,Paid Search,0,champion,1,Leales,0.011,✅ Programa de fidelización estándar
C00510,23,11,208.87,2323.46,893,4.6,2,0,1,Arequipa,Orgánico,0,loyal,1,Leales,0.069,✅ Programa de fidelización estándar
C00511,18,24,273.19,5396.63,1655,4.5,3,0,0,Lima,Orgánico,0,champion,0,Champions,0.03,✅ Programa de fidelización estándar
C00512,1,1,64.33,71.3,923,3.2,2,1,1,Piura,Directo,1,new,2,En Riesgo,0.835,🚨 Intervención urgente: llamada + descuento 20%
C00513,181,2,77.28,183.73,554,2.1,1,1,3,Cusco,Orgánico,1,lost,3,Inactivos,0.853,🚨 Intervención urgente: llamada + descuento 20%
C00514,4,2,131.17,243.06,186,3.6,2,0,0,Lima,Paid Search,1,new,4,Nuevos,0.848,🚨 Intervención urgente: llamada + descuento 20%
C00515,6,1,82.4,81.49,228,3.5,4,0,0,Lima,Paid Search,0,new,4,Nuevos,0.301,📧 Newsletter personalizado + recomendaciones
C00516,5,20,330.78,7801.82,1053,4.7,5,1,0,Lima,Paid Search,0,champion,0,Champions,0.129,✅ Programa de fidelización estándar
C00517,33,1,115.62,111.43,1484,4.4,6,1,0,Trujillo,Social,1,at_risk,3,Inactivos,0.876,🚨 Intervención urgente: llamada + descuento 20%
C00518,20,22,251.14,5549.89,695,4.2,2,0,1,Piura,Orgánico,0,champion,0,Champions,0.039,✅ Programa de fidelización estándar
C00519,24,11,167.69,2055.51,1763,3.6,1,0,1,Lima,Email,0,loyal,1,Leales,0.018,✅ Programa de fidelización estándar
C00520,26,12,96.19,1173.01,765,4.4,1,1,0,Arequipa,Directo,1,loyal,1,Leales,0.863,🚨 Intervención urgente: llamada + descuento 20%
C00521,99,2,80.19,114.17,1171,3.4,4,1,0,Lima,Email,1,at_risk,3,Inactivos,0.872,🚨 Intervención urgente: llamada + descuento 20%
C00522,18,10,141.31,1312.41,1716,3.4,1,0,0,Piura,Directo,0,loyal,1,Leales,0.069,✅ Programa de fidelización estándar
C00523,16,19,317.5,5132.39,104,4.4,4,0,0,Cusco,Orgánico,0,champion,0,Champions,0.081,✅ Programa de fidelización estándar
C00524,22,11,247.05,2693.15,981,4.2,3,1,2,Cusco,Paid Search,0,loyal,1,Leales,0.044,✅ Programa de fidelización estándar
C00525,32,16,215.78,3505.54,754,3.9,2,1,0,Lima,Paid Search,0,loyal,1,Leales,0.114,✅ Programa de fidelización estándar
C00526,6,1,125.64,106.47,1038,3.6,1,0,0,Lima,Email,0,new,4,Nuevos,0.06,✅ Programa de fidelización estándar
C00527,197,1,90.04,141.04,396,2.3,5,1,1,Lima,Directo,1,lost,3,Inactivos,0.948,🚨 Intervención urgente: llamada + descuento 20%
C00528,11,2,78.5,154.52,785,3.6,2,0,0,Lima,Paid Search,0,new,3,Inactivos,0.231,✅ Programa de fidelización estándar
C00529,100,1,141.77,132.57,1231,2.8,4,1,0,Cusco,Email,0,at_risk,3,Inactivos,0.766,🚨 Intervención urgente: llamada + descuento 20%
C00530,50,8,157.64,1187.47,137,3.7,2,1,0,Trujillo,Orgánico,1,loyal,1,Leales,0.882,🚨 Intervención urgente: llamada + descuento 20%
C00531,205,3,81.12,288.68,718,2.5,2,0,5,Piura,Email,1,lost,3,Inactivos,0.981,🚨 Intervención urgente: llamada + descuento 20%
C00532,44,10,132.73,1375.5,1532,3.9,1,0,1,Piura,Paid Search,0,loyal,1,Leales,0.158,✅ Programa de fidelización estándar
C00533,21,9,239.63,1762.6,1739,4.4,5,0,0,Arequipa,Directo,0,loyal,1,Leales,0.055,✅ Programa de fidelización estándar
C00534,22,14,101.32,1329.75,122,4.5,3,1,1,Trujillo,Email,1,loyal,1,Leales,0.822,🚨 Intervención urgente: llamada + descuento 20%
C00535,1,9,239.81,2199.28,995,3.5,5,0,1,Piura,Paid Search,0,loyal,2,En Riesgo,0.2,✅ Programa de fidelización estándar
C00536,44,8,234.84,1835.93,129,4.1,6,1,0,Cusco,Orgánico,0,loyal,1,Leales,0.028,✅ Programa de fidelización estándar
C00537,92,4,111.46,505.53,210,2.4,4,1,0,Lima,Orgánico,1,at_risk,3,Inactivos,0.566,⚠️ Email win-back + cupón 15%
C00538,238,2,77.58,170.8,700,3.1,6,1,3,Lima,Orgánico,0,lost,3,Inactivos,0.868,🚨 Intervención urgente: llamada + descuento 20%
C00539,26,13,291.17,4351.5,125,4.8,5,1,0,Lima,Paid Search,0,champion,0,Champions,0.013,✅ Programa de fidelización estándar
C00540,21,11,163.06,1718.44,261,4.1,5,1,0,Piura,Social,0,loyal,1,Leales,0.075,✅ Programa de fidelización estándar
C00541,185,4,107.67,428.11,280,3.3,4,1,1,Arequipa,Email,1,lost,3,Inactivos,0.936,🚨 Intervención urgente: llamada + descuento 20%
C00542,43,14,185.12,3035.79,1632,4.4,5,1,1,Lima,Paid Search,0,loyal,1,Leales,0.024,✅ Programa de fidelización estándar
C00543,9,12,143.26,1631.31,933,4.4,3,1,1,Arequipa,Orgánico,0,loyal,1,Leales,0.196,✅ Programa de fidelización estándar
C00544,7,1,103.01,115.0,48,3.8,2,0,1,Arequipa,Social,0,new,4,Nuevos,0.163,✅ Programa de fidelización estándar
C00545,27,8,252.38,1805.42,1340,4.5,3,1,0,Lima,Email,0,loyal,1,Leales,0.059,✅ Programa de fidelización estándar
C00546,14,16,350.23,4999.47,236,5.0,6,0,0,Lima,Orgánico,0,champion,0,Champions,0.041,✅ Programa de fidelización estándar
C00547,47,5,96.17,553.11,340,3.0,2,1,2,Arequipa,Email,1,at_risk,3,Inactivos,0.774,🚨 Intervención urgente: llamada + descuento 20%
C00548,28,11,124.65,1090.07,132,4.0,2,1,1,Lima,Paid Search,0,loyal,1,Leales,0.334,📧 Newsletter personalizado + recomendaciones
C00549,72,8,98.95,682.42,188,3.4,5,0,0,Trujillo,Orgánico,0,at_risk,3,Inactivos,0.097,✅ Programa de fidelización estándar
C00550,283,3,101.08,328.0,1760,3.1,2,0,2,Lima,Paid Search,0,lost,3,Inactivos,0.249,✅ Programa de fidelización estándar
C00551,42,6,199.19,1094.77,1616,2.0,4,0,0,Cusco,Paid Search,1,loyal,1,Leales,0.298,📧 Newsletter personalizado + recomendaciones
C00552,88,1,114.56,120.48,407,4.6,3,0,1,Arequipa,Orgánico,0,at_risk,3,Inactivos,0.12,✅ Programa de fidelización estándar
C00553,67,8,63.94,459.8,1277,4.4,2,1,0,Arequipa,Directo,0,at_risk,3,Inactivos,0.032,✅ Programa de fidelización estándar
C00554,15,4,167.11,615.24,743,4.6,5,1,0,Cusco,Social,0,loyal,3,Inactivos,0.063,✅ Programa de fidelización estándar
C00555,72,2,66.9,135.25,121,3.8,5,0,0,Lima,Email,1,at_risk,3,Inactivos,0.697,⚠️ Email win-back + cupón 15%
C00556,41,8,201.93,1704.47,696,4.4,5,0,0,Lima,Paid Search,0,loyal,1,Leales,0.016,✅ Programa de fidelización estándar
C00557,82,7,162.6,1170.32,205,3.9,1,1,0,Lima,Paid Search,0,at_risk,1,Leales,0.084,✅ Programa de fidelización estándar
C00558,24,21,314.52,6759.46,1163,4.5,3,0,1,Trujillo,Email,0,champion,0,Champions,0.043,✅ Programa de fidelización estándar
C00559,78,4,133.1,576.8,764,3.4,5,1,0,Arequipa,Paid Search,1,at_risk,3,Inactivos,0.78,🚨 Intervención urgente: llamada + descuento 20%
C00560,42,13,162.18,1838.03,208,3.6,4,0,1,Trujillo,Orgánico,0,loyal,1,Leales,0.411,📧 Newsletter personalizado + recomendaciones
C00561,173,2,61.38,128.31,767,2.9,5,1,0,Lima,Paid Search,1,lost,3,Inactivos,0.802,🚨 Intervención urgente: llamada + descuento 20%
C00562,28,17,296.54,4093.94,482,4.2,1,0,0,Lima,Social,0,champion,0,Champions,0.031,✅ Programa de fidelización estándar
